orderid,orderdate,customerid,agegroup,gender,city,devicetype,acquisitionchannel,customersegment,productid,productname,category,subcategory,brand,price,cost,quantity,discount,shippingcost,paymentmethod,orderstatus,deliverydays,revenue,profit,rating,promocodeused,reviewcount,agecategory
O00483,4/13/2024,C1347,18-24,Male,Cologne,Desktop,Email,Returning,P00483,Padded watches - brown,Accessories,Watches,Swatch,135.96,75.48,1,0,4.6,Credit Card,Delivered,6,135.96,55.88,1,No,84,young
O00484,1/23/2025,C1529,25-34,Female,Munich,Mobile,Email,New,P00484,Basic coats - black,Clothing,Coats,Pull&Bear,241.36,110.82,1,0,1.14,Credit Card,Delivered,5,241.36,129.4,3,No,0,adult
O00485,11/1/2025,C1839,35-44,Female,Hamburg,Mobile,Organic Search,Returning,P00485,Lace pumps - khaki,Shoes,Pumps,Stradivarius,96.79,45.07,1,0,3.13,Credit Card,Processing,1,96.79,48.59,3,No,0,middle-aged
O00486,4/11/2025,C1575,18-24,Male,Dresden,Mobile,Organic Search,Returning,P00486,Oversized skirts - blue,Clothing,Skirts,Pull&Bear,75.53,37.57,1,9,1.4,Apple Pay,Shipped,6,68.73,29.76,3,Yes,0,young
O00487,3/17/2025,C1768,35-44,Male,Munich,Mobile,Social Media,New,P00487,Oversized skirts - navy,Clothing,Skirts,Bershka,83.48,46.72,1,19,2.06,PayPal,Shipped,7,67.62,18.84,3,Yes,0,middle-aged
O00488,4/17/2025,C1619,25-34,Female,Dusseldorf,Mobile,Email,New,P00488,Slim fit t-shirts & tops - blue,Clothing,T-shirts & tops,Pull&Bear,21.22,12.46,2,0,3,Gift Card,Delivered,4,42.44,14.52,1,No,171,adult
O00489,5/15/2025,C1209,25-34,Female,Essen,Desktop,Organic Search,New,P00489,Slim fit jeans - beige,Clothing,Jeans,Bershka,123.77,66.55,3,15,3.67,PayPal,Delivered,4,315.61,112.29,1,Yes,152,adult
O00490,4/1/2024,C1442,45-54,Male,Frankfurt am Main,Mobile,Paid Advertising,Returning,P00490,Cotton sweatshirts & hoodies - red,Clothing,Sweatshirts & Hoodies,Hummel,79.84,36.69,1,0,4.61,Debit Card,Delivered,2,79.84,38.54,2,No,106,older adult
O00491,7/23/2024,C1752,35-44,Female,Munich,Desktop,Paid Advertising,Returning,P00491,Classic hats & caps - white,Accessories,Hats & caps,The North Face,57.57,28.28,2,0,2.45,Gift Card,Returned,0,115.14,56.13,3,No,0,middle-aged
O00492,2/7/2025,C1133,18-24,Male,Berlin,Mobile,Organic Search,VIP,P00492,Oversized golf - beige,Sports,Golf,Adidas,161.07,96.76,1,0,0.66,PayPal,Cancelled,0,161.07,63.65,3,No,0,young
O00493,2/17/2025,C1943,45-54,Female,Berlin,Mobile,Email,New,P00493,Basic sweatshirts & hoodies - black,Clothing,Sweatshirts & Hoodies,Mira Paris,35.07,18.36,1,0,1.66,PayPal,Delivered,7,35.07,15.05,2,No,110,older adult
O00494,4/4/2024,C1245,25-34,Female,Munich,Desktop,Paid Advertising,New,P00494,Cotton bags & cases - black,Accessories,Bags & cases,Casio,193.22,93.28,1,21,1.1,Debit Card,Delivered,3,152.64,58.26,3,Yes,96,adult
O00495,4/25/2024,C1556,25-34,Female,Berlin,Desktop,Organic Search,Returning,P00495,Classic basketball - green,Sports,Basketball,Hummel,87.35,56.56,1,0,0.5,Credit Card,Delivered,4,87.35,30.29,3,No,0,adult
O00496,8/20/2025,C1834,25-34,Male,Frankfurt am Main,Desktop,Paid Advertising,New,P00496,Basic shorts - white,Clothing,Shorts,JDY,47.48,28.77,1,9,1.88,Credit Card,Delivered,4,43.21,12.56,4,Yes,46,adult
O00497,2/7/2025,C1757,35-44,Female,Hamburg,Mobile,Organic Search,New,P00497,Oversized boots - red,Shoes,Boots,Bershka,133.45,78.29,1,0,1.03,Credit Card,Delivered,5,133.45,54.13,1,No,121,middle-aged
O00498,7/25/2024,C1908,25-34,Male,Hamburg,Mobile,Organic Search,Returning,P00498,Printed golf - navy,Sports,Golf,Puma,54.69,33.37,1,28,0.73,Google Pay,Delivered,7,39.38,5.28,4,Yes,164,adult
O00499,9/28/2025,C1655,18-24,Female,Berlin,Desktop,Email,Returning,P00499,Printed gloves - blue,Accessories,Gloves,Anna Field,38.38,23.61,3,15,3.65,PayPal,Delivered,2,97.87,23.39,3,Yes,0,young
O00500,12/3/2024,C1307,45-54,Female,Frankfurt am Main,Desktop,Direct,Returning,P00500,Oversized socks & tights - blue,Clothing,Socks & Tights,Stradivarius,5.48,3.33,1,24,2.21,Gift Card,Delivered,7,4.16,-1.38,1,Yes,141,older adult
O00501,11/1/2025,C1435,25-34,Female,Stuttgart,Mobile,Email,Returning,P00501,Slim fit gloves - blue,Accessories,Gloves,Anna Field,56.36,28.71,1,0,4.1,Google Pay,Shipped,2,56.36,23.55,3,No,0,adult
O00502,7/13/2025,C1560,25-34,Male,Cologne,Mobile,Direct,VIP,P00502,Padded basketball - beige,Sports,Basketball,Nike,38.11,21.11,1,0,2.71,Credit Card,Delivered,2,38.11,14.29,3,No,0,adult
O00503,8/25/2024,C1925,25-34,Male,Munich,Desktop,Referral,New,P00503,Cotton shorts - blue,Clothing,Shorts,Nike,43.45,25.73,1,0,0.79,PayPal,Shipped,6,43.45,16.93,3,No,0,adult
O00504,9/19/2024,C1618,25-34,Female,Frankfurt am Main,Tablet,Paid Advertising,Returning,P00504,Basic gloves - white,Accessories,Gloves,The North Face,49.67,25.1,1,22,3.44,PayPal,Delivered,4,38.74,10.2,2,Yes,164,adult
O00505,7/5/2024,C1017,18-24,Female,Berlin,Tablet,Organic Search,Returning,P00505,Basic swimwear - red,Clothing,Swimwear,Arena,48.54,22.41,3,12,3.25,Debit Card,Shipped,4,128.15,57.67,3,Yes,0,young
O00506,7/30/2025,C1147,18-24,Female,Berlin,Mobile,Email,VIP,P00506,Padded swimwear - khaki,Clothing,Swimwear,Adidas,41.11,23.75,3,0,3.2,Credit Card,Delivered,6,123.33,48.88,3,No,183,young
O00507,2/19/2024,C1121,25-34,Male,Cologne,Desktop,Social Media,VIP,P00507,Oversized sportswear - white,Clothing,Sportswear,Hummel,129.8,71.07,1,0,3.16,Debit Card,Delivered,2,129.8,55.57,4,No,33,adult
O00508,10/23/2024,C1082,18-24,Female,Cologne,Tablet,Referral,New,P00508,Basic hats & caps - navy,Accessories,Hats & caps,The North Face,59.82,29.4,1,16,0.06,PayPal,Processing,1,50.25,20.79,3,Yes,0,young
O00509,9/12/2024,C1861,35-44,Female,Berlin,Desktop,Organic Search,Returning,P00509,Leather coats - red,Clothing,Coats,Pull&Bear,222.18,110.08,1,0,1.51,Debit Card,Delivered,7,222.18,110.59,3,No,0,middle-aged
O00510,9/9/2025,C1624,25-34,Female,Cologne,Desktop,Direct,Returning,P00510,Classic shorts - blue,Clothing,Shorts,Adidas,48.49,28.86,1,10,0.65,Credit Card,Delivered,3,43.64,14.13,3,Yes,140,adult
O00511,10/7/2024,C1410,18-24,Male,Frankfurt am Main,Mobile,Paid Advertising,Returning,P00511,Basic jeans - red,Clothing,Jeans,Noisy May,74.05,41.43,1,0,2.42,PayPal,Delivered,4,74.05,30.2,3,No,23,young
O00512,5/22/2025,C1137,25-34,Female,Dusseldorf,Mobile,Social Media,Returning,P00512,Printed dresses - khaki,Clothing,Dresses,Stradivarius,165.7,96.87,1,0,2.37,Gift Card,Cancelled,0,165.7,66.46,3,No,0,adult
O00513,10/28/2024,C1487,18-24,Male,Cologne,Mobile,Referral,New,P00513,Lace sweatshirts & hoodies - white,Clothing,Sweatshirts & Hoodies,Hummel,105.82,53.9,3,0,4.31,Debit Card,Delivered,7,317.46,151.45,5,No,67,young
O00514,4/9/2025,C1877,25-34,Female,Frankfurt am Main,Mobile,Organic Search,Returning,P00514,Oversized jackets & blazers - beige,Clothing,Jackets & Blazers,JDY,144.61,86.53,1,0,4.08,Debit Card,Delivered,5,144.61,54,1,No,98,adult
O00515,10/13/2024,C1094,35-44,Female,Stuttgart,Desktop,Paid Advertising,New,P00515,Basic trousers - grey,Clothing,Trousers,JDY,95.8,60.85,1,0,1.27,Credit Card,Delivered,6,95.8,33.68,5,No,81,middle-aged
O00516,2/5/2024,C1986,18-24,Male,Hamburg,Mobile,Email,Returning,P00516,Knitted makeup - green,Beauty,Makeup,The Ordinary,38.67,17.66,1,16,3.07,Credit Card,Delivered,2,32.48,11.75,3,Yes,72,young
O00517,5/17/2025,C1332,45-54,Male,Dortmund,Mobile,Email,VIP,P00517,Printed bags & cases - blue,Accessories,Bags & cases,Pull&Bear,30.65,15.93,1,9,3.48,Debit Card,Shipped,4,27.89,8.48,3,Yes,0,older adult
O00518,12/7/2024,C1015,25-34,Male,Cologne,Mobile,Direct,Returning,P00518,Leather wallets & card holders - white,Accessories,Wallets & card holders,Bershka,15.6,9.2,1,0,1.07,Credit Card,Delivered,5,15.6,5.33,5,No,185,adult
O00519,10/13/2024,C1396,35-44,Female,Stuttgart,Mobile,Organic Search,Returning,P00519,Knitted gloves - green,Accessories,Gloves,Nike,53.82,30.58,1,12,0.71,Gift Card,Delivered,5,47.36,16.07,3,Yes,112,middle-aged
O00520,7/16/2024,C1885,18-24,Non-Binary,Cologne,Desktop,Organic Search,Returning,P00520,Basic bags & cases - brown,Accessories,Bags & cases,Casio,118.78,63.72,1,0,3.02,PayPal,Delivered,3,118.78,52.04,5,No,130,young
O00521,5/7/2025,C1712,18-24,Female,Dusseldorf,Mobile,Organic Search,Returning,P00521,Basic running - grey,Sports,Running,Hummel,121.88,62.84,1,6,4.32,PayPal,Delivered,5,114.57,47.41,5,Yes,68,young
O00522,5/31/2025,C1557,45-54,Male,Hamburg,Mobile,Organic Search,New,P00522,Lace sportswear - beige,Clothing,Sportswear,Puma,50.73,26.86,1,0,2.12,PayPal,Delivered,2,50.73,21.75,5,No,27,older adult
O00523,1/18/2025,C1087,18-24,Male,Hamburg,Mobile,Direct,Returning,P00523,Padded sportswear - khaki,Clothing,Sportswear,Nike,32.62,19.97,1,22,1.97,PayPal,Delivered,7,25.44,3.5,5,Yes,106,young
O00524,10/31/2025,C1557,25-34,Female,Munich,Mobile,Paid Advertising,New,P00524,Slim fit sets and calendars - pink,Beauty,Sets and calendars,The Ordinary,59.91,33.01,1,25,2.98,Google Pay,Delivered,5,44.93,8.94,5,Yes,71,adult
O00525,4/21/2025,C1170,25-34,Male,Dortmund,Mobile,Direct,Returning,P00525,Oversized skirts - beige,Clothing,Skirts,Bershka,39.54,19.68,1,12,0.6,PayPal,Delivered,3,34.8,14.52,4,Yes,35,adult
O00526,4/20/2024,C1126,18-24,Female,Cologne,Tablet,Paid Advertising,Returning,P00526,Knitted running - blue,Sports,Running,Adidas,61.08,30.22,1,0,1.7,Gift Card,Shipped,3,61.08,29.16,3,No,0,young
O00527,8/8/2025,C1388,35-44,Male,Cologne,Desktop,Paid Advertising,Returning,P00527,Knitted skirts - red,Clothing,Skirts,Pull&Bear,30.18,15.94,1,27,4.91,Debit Card,Shipped,3,22.03,1.18,3,Yes,0,middle-aged
O00528,5/7/2025,C1718,25-34,Male,Dortmund,Mobile,Organic Search,Returning,P00528,Leather jumpsuits - grey,Clothing,Jumpsuits,Stradivarius,84.64,53.8,1,6,0.88,Debit Card,Delivered,3,79.56,24.88,3,Yes,0,adult
O00529,6/24/2024,C1862,25-34,Male,Hamburg,Mobile,Paid Advertising,New,P00529,Basic bags & cases - brown,Accessories,Bags & cases,Casio,93.87,57.2,1,0,4.38,Credit Card,Delivered,3,93.87,32.29,3,No,0,adult
O00530,4/6/2024,C1030,55-64,Female,Munich,Mobile,Email,Returning,P00530,Classic skirts - blue,Clothing,Skirts,JDY,79.41,42.21,1,0,2.69,Apple Pay,Delivered,5,79.41,34.51,2,No,137,senior
O00531,9/25/2025,C1939,35-44,Female,Berlin,Mobile,Paid Advertising,Returning,P00531,Knitted trousers - pink,Clothing,Trousers,Stradivarius,116.94,60.91,1,23,3.33,Credit Card,Shipped,3,90.04,25.8,3,Yes,0,middle-aged
O00532,11/7/2025,C1429,45-54,Female,Essen,Mobile,Paid Advertising,VIP,P00532,Oversized running - pink,Sports,Running,Hummel,126.72,71.13,1,14,3.47,PayPal,Delivered,5,108.98,34.38,4,Yes,189,older adult
O00533,7/1/2024,C1635,25-34,Male,Dortmund,Mobile,Social Media,Returning,P00533,Cotton nightwear & loungewear - brown,Clothing,Nightwear & Loungewear,Triumph,20.78,11.21,1,6,4.41,Credit Card,Delivered,4,19.53,3.91,1,Yes,84,adult
O00534,8/11/2024,C1404,25-34,Male,Berlin,Desktop,Organic Search,Returning,P00534,Lace hats & caps - navy,Accessories,Hats & caps,Bershka,16.78,8.21,1,0,2.4,Credit Card,Processing,1,16.78,6.17,3,No,0,adult
O00535,1/31/2024,C1689,18-24,Male,Hamburg,Mobile,Email,New,P00535,Cotton jumpsuits - pink,Clothing,Jumpsuits,Bershka,70.81,37.83,1,0,4.76,Credit Card,Delivered,3,70.81,28.22,4,No,35,young
O00536,9/5/2025,C1391,25-34,Male,Cologne,Desktop,Organic Search,New,P00536,Slim fit scarves - red,Accessories,Scarves,Bershka,11.04,6.86,2,20,3.36,Gift Card,Cancelled,0,17.66,0.58,3,Yes,0,adult
O00537,11/24/2025,C1957,45-54,Female,Hamburg,Desktop,Direct,VIP,P00537,Basic trousers - navy,Clothing,Trousers,Pull&Bear,77.7,35.93,1,0,4.03,Debit Card,Delivered,5,77.7,37.74,3,No,0,older adult
O00538,1/3/2025,C1196,25-34,Female,Hamburg,Mobile,Email,Returning,P00538,Leather gloves - grey,Accessories,Gloves,Anna Field,39.86,23.63,2,16,3.14,Apple Pay,Delivered,4,66.96,16.56,3,Yes,33,adult
O00539,2/28/2024,C1913,25-34,Male,Essen,Desktop,Email,Returning,P00539,Padded jackets & blazers - pink,Clothing,Jackets & Blazers,Stradivarius,119.94,70.72,3,21,1.45,Debit Card,Delivered,6,284.26,70.65,5,Yes,180,adult
O00540,11/25/2025,C1105,25-34,Male,Berlin,Mobile,Email,Returning,P00540,Basic sportswear - red,Clothing,Sportswear,The North Face,103.27,65.66,1,0,0.49,PayPal,Delivered,3,103.27,37.12,3,No,132,adult
O00541,10/23/2024,C1765,25-34,Female,Berlin,Mobile,Paid Advertising,New,P00541,Knitted sneakers - white,Shoes,Sneakers,Nike,66.04,39.02,1,16,2.37,PayPal,Delivered,6,55.47,14.08,5,Yes,142,adult
O00542,2/19/2025,C1734,25-34,Female,Munich,Mobile,Referral,New,P00542,Basic hats & caps - white,Accessories,Hats & caps,Nike,11.24,5.72,1,13,0.17,Credit Card,Delivered,4,9.78,3.89,5,Yes,154,adult
O00543,10/22/2025,C1954,18-24,Male,Essen,Mobile,Paid Advertising,Returning,P00543,Oversized jeans - black,Clothing,Jeans,Bershka,125.9,69.97,1,8,1.98,Google Pay,Delivered,2,115.83,43.88,2,Yes,39,young
O00544,1/25/2024,C1544,35-44,Female,Essen,Tablet,Organic Search,New,P00544,Oversized socks & tights - grey,Clothing,Socks & Tights,Adidas,9.94,6.15,1,0,4.31,Credit Card,Delivered,5,9.94,-0.52,3,No,90,middle-aged
O00545,7/21/2024,C1326,35-44,Female,Stuttgart,Mobile,Organic Search,Returning,P00545,Classic jackets & blazers - beige,Clothing,Jackets & Blazers,JDY,154.57,75.23,3,9,2.06,Apple Pay,Delivered,3,421.98,194.23,3,Yes,122,middle-aged
O00546,3/14/2024,C1933,45-54,Female,Dresden,Desktop,Paid Advertising,Returning,P00546,Knitted jeans - white,Clothing,Jeans,Bershka,53.14,33.47,1,26,2.08,Credit Card,Delivered,7,39.32,3.77,2,Yes,17,older adult
O00547,5/12/2025,C1490,45-54,Male,Stuttgart,Mobile,Direct,New,P00547,Knitted bags & cases - navy,Accessories,Bags & cases,Casio,46.21,26.97,1,0,1.38,Credit Card,Delivered,7,46.21,17.86,2,No,115,older adult
O00548,8/28/2024,C1085,35-44,Male,Hamburg,Desktop,Organic Search,Returning,P00548,Leather basketball - black,Sports,Basketball,Adidas,103.18,57.51,2,19,4.87,Google Pay,Delivered,6,167.15,47.26,3,Yes,0,middle-aged
O00549,9/19/2025,C1402,55-64,Female,Frankfurt am Main,Mobile,Paid Advertising,Returning,P00549,Slim fit jackets & blazers - navy,Clothing,Jackets & Blazers,The North Face,116.41,70.94,1,0,4.85,Credit Card,Shipped,6,116.41,40.62,3,No,0,senior
O00550,4/29/2025,C1142,18-24,Male,Essen,Mobile,Referral,Returning,P00550,Knitted jeans - white,Clothing,Jeans,Levi's,53.89,31.4,3,0,1.83,PayPal,Shipped,6,161.67,65.64,3,No,0,young
O00551,3/29/2024,C1225,35-44,Female,Cologne,Mobile,Organic Search,Returning,P00551,Lace sweatshirts & hoodies - navy,Clothing,Sweatshirts & Hoodies,Hummel,101.45,54.25,1,10,4.62,PayPal,Delivered,2,91.31,32.44,3,Yes,35,middle-aged
O00552,11/22/2024,C1716,35-44,Non-Binary,Cologne,Desktop,Social Media,Returning,P00552,Basic jeans - blue,Clothing,Jeans,Levi's,128.01,68.85,1,29,4.09,Credit Card,Processing,2,90.89,17.95,3,Yes,0,middle-aged
O00553,8/8/2024,C1191,35-44,Female,Stuttgart,Mobile,Paid Advertising,New,P00553,Basic mules - beige,Shoes,Mules,Anna Field,35.4,17.18,1,0,0.28,Credit Card,Delivered,3,35.4,17.94,1,No,120,middle-aged
O00554,11/2/2025,C1843,45-54,Female,Berlin,Mobile,Referral,New,P00554,Lace sweatshirts & hoodies - white,Clothing,Sweatshirts & Hoodies,Nike,86.06,54.13,1,0,1.39,Gift Card,Shipped,3,86.06,30.54,3,No,0,older adult
O00555,5/4/2025,C1067,35-44,Female,Stuttgart,Mobile,Direct,New,P00555,Printed nightwear & loungewear - beige,Clothing,Nightwear & Loungewear,Next,76.52,46.74,1,0,4.36,Debit Card,Delivered,5,76.52,25.42,5,No,113,middle-aged
O00556,6/22/2024,C1953,35-44,Female,Munich,Mobile,Direct,New,P00556,Slim fit flat shoes - black,Shoes,Flat shoes,Bershka,74.02,37.82,1,21,0.97,Apple Pay,Delivered,3,58.48,19.69,2,Yes,16,middle-aged
O00557,11/3/2024,C1032,18-24,Male,Dusseldorf,Mobile,Direct,New,P00557,Classic boots - red,Shoes,Boots,Anna Field,173.27,106.44,3,20,1.53,PayPal,Delivered,4,415.85,95,3,Yes,179,young
O00558,5/3/2025,C1532,35-44,Female,Cologne,Mobile,Organic Search,New,P00558,Padded skirts - white,Clothing,Skirts,Stradivarius,31.14,14.1,1,0,1.19,Google Pay,Processing,0,31.14,15.85,3,No,0,middle-aged
O00559,8/29/2024,C1443,55-64,Female,Stuttgart,Mobile,Organic Search,New,P00559,Classic sandals - pink,Shoes,Sandals,Nike,60.36,38.33,2,0,4.25,Credit Card,Processing,0,120.72,39.81,3,No,0,senior
O00560,9/16/2024,C1787,35-44,Male,Cologne,Desktop,Paid Advertising,Returning,P00560,Oversized coats - navy,Clothing,Coats,JDY,180.38,98.87,1,0,0.64,Debit Card,Delivered,6,180.38,80.87,2,No,63,middle-aged
O00561,10/31/2024,C1221,18-24,Female,Dusseldorf,Tablet,Email,New,P00561,Classic trousers - brown,Clothing,Trousers,Bershka,49.65,30.79,1,15,4.5,Credit Card,Processing,1,42.2,6.91,3,Yes,0,young
O00562,3/6/2025,C1952,25-34,Female,Berlin,Mobile,Direct,New,P00562,Classic skirts - green,Clothing,Skirts,Stradivarius,48.52,22.08,1,0,3.94,Debit Card,Delivered,2,48.52,22.5,1,No,173,adult
O00563,3/10/2025,C1682,25-34,Male,Essen,Mobile,Email,New,P00563,Printed skincare - white,Beauty,Skincare,The Ordinary,86.47,54.31,1,0,2.03,Apple Pay,Delivered,2,86.47,30.13,5,No,153,adult
O00564,4/28/2025,C1725,25-34,Female,Berlin,Mobile,Organic Search,New,P00564,Oversized sweatshirts & hoodies - red,Clothing,Sweatshirts & Hoodies,Pull&Bear,55.26,31.45,1,0,2.23,PayPal,Delivered,2,55.26,21.58,1,No,196,adult
O00565,2/7/2025,C1923,25-34,Male,Dusseldorf,Desktop,Direct,VIP,P00565,Lace sunglasses - pink,Accessories,Sunglasses,Ray-Ban,44.58,27.02,1,16,4.55,Credit Card,Delivered,6,37.45,5.88,5,Yes,35,adult
O00566,7/23/2025,C1745,35-44,Female,Munich,Desktop,Paid Advertising,Returning,P00566,Knitted shorts - blue,Clothing,Shorts,Adidas,64.3,31.5,1,0,4.44,PayPal,Delivered,4,64.3,28.36,1,No,170,middle-aged
O00567,7/16/2024,C1398,45-54,Male,Cologne,Desktop,Direct,Returning,P00567,Slim fit sunglasses - green,Accessories,Sunglasses,The North Face,75.74,47.12,2,12,4.05,Debit Card,Delivered,5,133.3,35.01,1,Yes,15,older adult
O00568,3/21/2025,C1228,25-34,Female,Dusseldorf,Desktop,Social Media,New,P00568,Lace jackets & blazers - beige,Clothing,Jackets & Blazers,The North Face,78.36,39.38,1,25,0.68,Google Pay,Shipped,4,58.77,18.71,3,Yes,0,adult
O00569,6/20/2024,C1042,55-64,Female,Cologne,Mobile,Organic Search,New,P00569,Padded umbrellas - black,Accessories,Umbrellas,Bershka,26.66,14.4,1,0,0.87,Credit Card,Delivered,3,26.66,11.39,3,No,133,senior
O00570,5/2/2025,C1626,25-34,Male,Munich,Mobile,Direct,Returning,P00570,Oversized jeans - khaki,Clothing,Jeans,Noisy May,51.34,26.24,1,0,3.61,Debit Card,Delivered,6,51.34,21.49,3,No,0,adult
O00571,2/24/2024,C1695,18-24,Female,Cologne,Desktop,Paid Advertising,New,P00571,Padded bags & cases - grey,Accessories,Bags & cases,Bershka,41.52,20.77,1,0,3.76,Google Pay,Returned,0,41.52,16.99,3,No,0,young
O00572,2/17/2025,C1575,55-64,Female,Stuttgart,Mobile,Email,VIP,P00572,Slim fit coats - black,Clothing,Coats,Bershka,163.23,96.74,2,0,0.82,PayPal,Delivered,5,326.46,132.16,1,No,31,senior
O00573,3/20/2024,C1561,25-34,Female,Berlin,Mobile,Direct,Returning,P00573,Slim fit nightwear & loungewear - white,Clothing,Nightwear & Loungewear,Stradivarius,71.24,38.65,1,27,2.83,Google Pay,Delivered,3,52.01,10.53,5,Yes,179,adult
O00574,7/22/2025,C1635,25-34,Male,Dortmund,Mobile,Organic Search,Returning,P00574,Oversized t-shirts & tops - beige,Clothing,T-shirts & tops,Bershka,15.45,8.16,1,0,4.8,Credit Card,Delivered,2,15.45,2.49,4,No,57,adult
O00575,9/19/2024,C1997,35-44,Non-Binary,Berlin,Mobile,Paid Advertising,New,P00575,Leather jeans - brown,Clothing,Jeans,Bershka,81.35,42.21,2,0,3.91,PayPal,Delivered,2,162.7,74.37,4,No,53,middle-aged
O00576,2/12/2025,C1946,18-24,Female,Frankfurt am Main,Desktop,Social Media,New,P00576,Basic boots - brown,Shoes,Boots,Anna Field,189.83,115.79,1,26,2.96,Credit Card,Delivered,7,140.47,21.72,4,Yes,153,young
O00577,7/23/2025,C1262,35-44,Female,Hamburg,Mobile,Direct,VIP,P00577,Cotton bags & cases - beige,Accessories,Bags & cases,Stradivarius,20.61,9.83,1,0,4.19,Credit Card,Delivered,3,20.61,6.59,1,No,104,middle-aged
O00578,9/26/2025,C1436,55-64,Female,Berlin,Desktop,Paid Advertising,VIP,P00578,Knitted hats & caps - khaki,Accessories,Hats & caps,The North Face,10.25,6.65,1,29,0.15,Credit Card,Delivered,6,7.28,0.48,3,Yes,0,senior
O00579,1/27/2025,C1226,18-24,Female,Berlin,Mobile,Social Media,Returning,P00579,Printed sportswear - pink,Clothing,Sportswear,Adidas,128.85,78.9,1,0,4.28,Credit Card,Returned,0,128.85,45.67,3,No,0,young
O00580,6/20/2024,C1074,18-24,Female,Hamburg,Mobile,Paid Advertising,Returning,P00580,Lace hats & caps - black,Accessories,Hats & caps,The North Face,21.7,12.5,1,12,4.02,PayPal,Delivered,4,19.1,2.58,3,Yes,0,young
O00581,4/6/2024,C1618,25-34,Male,Berlin,Desktop,Organic Search,New,P00581,Printed gloves - blue,Accessories,Gloves,The North Face,23.64,13.92,2,12,3.21,PayPal,Delivered,5,41.61,10.56,3,Yes,0,adult
O00582,8/31/2024,C1894,55-64,Male,Essen,Desktop,Social Media,New,P00582,Knitted t-shirts & tops - navy,Clothing,T-shirts & tops,JDY,16.57,9.57,1,13,0.65,Debit Card,Delivered,3,14.42,4.2,1,Yes,133,senior
O00583,3/28/2025,C1768,35-44,Male,Dusseldorf,Desktop,Direct,New,P00583,Slim fit jackets & blazers - black,Clothing,Jackets & Blazers,Bershka,180.44,83.8,2,0,3.18,Apple Pay,Delivered,2,360.88,190.1,5,No,89,middle-aged
O00584,10/4/2024,C1153,45-54,Non-Binary,Essen,Mobile,Paid Advertising,Returning,P00584,Oversized gloves - brown,Accessories,Gloves,The North Face,68.04,32.34,1,0,4.03,Credit Card,Delivered,2,68.04,31.67,3,No,189,older adult
O00585,10/9/2025,C1909,18-24,Female,Hamburg,Mobile,Paid Advertising,Returning,P00585,Printed boots - white,Shoes,Boots,Adidas,172.45,81.33,1,0,4.99,Apple Pay,Delivered,4,172.45,86.13,3,No,0,young
O00586,3/25/2024,C1232,35-44,Male,Berlin,Tablet,Direct,New,P00586,Leather dresses - pink,Clothing,Dresses,Stradivarius,49.07,24.57,2,0,2.53,Credit Card,Shipped,5,98.14,46.47,3,No,0,middle-aged
O00587,11/12/2024,C1745,35-44,Male,Hamburg,Mobile,Direct,VIP,P00587,Printed gloves - white,Accessories,Gloves,The North Face,22.96,12.48,1,10,0.14,Debit Card,Delivered,2,20.66,8.04,2,Yes,70,middle-aged
O00588,11/14/2024,C1054,18-24,Female,Essen,Mobile,Direct,New,P00588,Classic trousers - navy,Clothing,Trousers,Bershka,95.78,56.91,1,0,3.18,PayPal,Delivered,2,95.78,35.69,5,No,48,young
O00589,11/13/2024,C1737,18-24,Male,Stuttgart,Desktop,Paid Advertising,Returning,P00589,Printed boots - navy,Shoes,Boots,Adidas,60.88,36.27,1,26,1.81,Google Pay,Delivered,2,45.05,6.97,2,Yes,86,young
O00590,8/19/2024,C1693,18-24,Female,Berlin,Desktop,Email,VIP,P00590,Classic skirts - red,Clothing,Skirts,Bershka,88.78,52.36,1,0,3.67,Credit Card,Processing,1,88.78,32.75,3,No,0,young
O00591,2/6/2024,C1230,25-34,Male,Stuttgart,Mobile,Direct,New,P00591,Knitted sportswear - navy,Clothing,Sportswear,Adidas,67.29,39.74,1,0,0.81,Debit Card,Delivered,4,67.29,26.74,2,No,148,adult
O00592,4/23/2024,C1637,25-34,Female,Hamburg,Mobile,Organic Search,New,P00592,Cotton t-shirts & tops - white,Clothing,T-shirts & tops,JDY,79.49,37.11,1,0,3.02,Google Pay,Delivered,3,79.49,39.36,1,No,115,adult
O00593,8/16/2024,C1478,55-64,Female,Stuttgart,Mobile,Paid Advertising,VIP,P00593,Lace swimwear - navy,Clothing,Swimwear,Bershka,46.39,27.87,1,10,2.02,Google Pay,Processing,1,41.75,11.86,3,Yes,0,senior
O00594,4/3/2025,C1999,45-54,Female,Frankfurt am Main,Desktop,Organic Search,New,P00594,Padded jackets & blazers - grey,Clothing,Jackets & Blazers,JDY,149.58,95.64,1,0,4.85,Apple Pay,Shipped,3,149.58,49.09,3,No,0,older adult
O00595,9/12/2025,C1810,45-54,Female,Essen,Tablet,Referral,New,P00595,Printed shirts & blouses - grey,Clothing,Shirts & Blouses,JDY,86.67,39.66,1,0,0.96,Credit Card,Delivered,4,86.67,46.05,1,No,184,older adult
O00596,5/3/2024,C1695,25-34,Male,Frankfurt am Main,Mobile,Paid Advertising,Returning,P00596,Classic sets and calendars - red,Beauty,Sets and calendars,The Ordinary,89.41,52.86,1,0,1.81,Apple Pay,Delivered,3,89.41,34.74,3,No,0,adult
